tweet,sentiment
"porawka już starać , Konfy popierać ( od 2020 ) Beton beton baran baran PO PIS konfederacja każdy inny parti Biorąc udział zakłamanych wybory pogorszyć swój sytuacja musieć zacząć swój wieś , miasto powiat",negative
doktryna PiS ? „ nie ważny głosować . Ważne głos liczyć ” dziś UE przyjąć . ile głos mus …,neutral
"mieć duży szansa wygrać PiS , wymagać współpraca zgoda opozycja ! wspólny lista",positive
"to pewno zrobić . nie , pójść . przecież niemożliwy . coś ty , wystraszyć się . Cytaty na …",negative
"Pamiętajmy iść wybory zmieniać , partia PiS iść do …",neutral
"Tusk : Rolnik dostawać ... , państwo zarabiać",neutral
pis zdrajcy . pozdrawiać,negative
"Odjanipawlajt , powodzenie życzyć . Pracujcie sondaż PiS . być za .",positive
słusznie . PiS plucie Wojtyłę szargać spęde polityczny odpowiedzieć .,negative
"jak pójść nóż wybory , PO powiedzieć ' nieważny kot czarny , biały , ważny , łapać mysz ' . wojna PIS wojna cywilizacyjny , kolejny potyczka stawka ZUS . z dwojga zły woleć by być żyć wolny / biedny Grecja , bieda Węgrzech Orban . . .",negative
"8 rok minąć odkąd rządzić PiS ! a zrobić być . każdy granica zostać przesuniąć , oburzenie głównie poziom K …",neutral
"niestety , cały rozciągłość zgodzić treść Tweet . to niewiarygodny , Polak , obecnoś …",negative
# PiS = podatek socjalizm,neutral
"# DrogaNiedzielaPiS wiele człowiek stać podstawowy produkt święto . a PIS maszerować obrona JPII , tak …",positive
"chyba 2015 mieć być pech : biuro pełnomocnik d / s budowa elektrownia atomowy , pełnomocnik brać miesięcznie solidny kasa personel suto opłacać . i co ? GÓWNO elektrownia atomowy . Tą zbudować PIS !",negative
"pis wspólnie "" obżydzać "" Polakom postać JPII",positive
ten daleko samo . Zalesiowi kompletnie odbić - pragnąć zostać wiceprezes PiS,neutral
"przygotowywać , pytanie milion poszło pis du",neutral
"tak , wiedzieć . nie jakiś wielki miłośnik PO , wiedzieć , aniołek cudotwórca . wiele rzecz podobać , blisko . poza obawiać się , trzeci kadencja PiS Polska dewastować . wstąpić droga powrót .",neutral
"jeśli PiS wygrać „ koniec prawo kobieta , koniec wolny media , koniec wolny sąd , koniec wolny wybór styl życie , koniec krytyka władza . ” to nie mOŻE zdarzyć . # OpozycjaWygra",negative
"a potem kredyt zero procent , następnie babciowy polski rodzina nadal móc kupować mniej jedzenie . tak , polityk jesteście największa zakała kraj , niezależnie PiS PO .",negative
"ryżu , wincyj ryż PiS następcę Duda . Polakom ryż gardło stanąć",negative
oglądać Fakt słuchać być rolnik . i móc zrozumieć chodzić głosować PiS .więc chcieć . a Rolnik pazerny mieć .,neutral
"pan skończyć ten jeden lista . tylko prosić pamiętać , rządzić , wygrać , liczyć , ile wejść parlament mandat mieć opozycja przyszły sejm . wygrać , miec PiS . rozumieć , zdobędzieć tyle głos .",positive
nie taki dział PiS przekręcić wybory # OpozycjaWygra,negative
"moze prawicowy , ale faszystowski , jaki pis .",negative
"przyjechać Barak powiedzieć : reset Rosja , demokratyczny , przyjmiemy NATO , koniec historia ! to kupować broń ? za PiS rządzić 2014 , wojna trwać gówno zrobić . . . obudzić 24 luty . to gorszy ?",negative
mk mówić jebać pis,negative
"to niesamowity , TVN , rozpocząć antypapieski hecę , to , zabrać temat Agorze , …",positive
"totalny żenada najwięksi przegrać wybory prezydencki zero refleksja . Wam wystarczać sejm popychadć być onucą pis . i szczekać . Jesteście totalny dyplomatół pro pis'owski , robić rozłam opozycja .",negative
pani poseł Marta Wcisło anielski cierpliwość arogant rząd kłamca PiS SolPol . Brawo …,negative
"Uznaję wpis , ręka "" umskła "" - istotny informacja : 1 . Schetyna Kondzia . 2 . sondaż sojusz PL …",neutral
Balcerowicz głosujący - PiS formować rząd - wejść koalicja PiS Balcer …,neutral
Pis zrobić JP2 papier toaletowy ... a kościół milczeć . . .,negative
przeciez podobny umowa dotyczyć wcześnie …,neutral
od 3 kwiecień funkcja tracić 95 spośród 100 komisarz wyborczy cały Polska . nowy komisarz człowiek PiS Ziobry . …,negative
"Uznaję wpis , ręka "" umskła "" - istotny informacja : 1 . Schetyna Kondzia . 2 . sondaż sojusz PL2050 + PSL - wysyłać PIS kosmos .",neutral
"Dokumentujemy wszystko , robić Grzegorz Dębowski człowiek . nie skapitulować układ zamknąć PIS - SolPol - Repy . mieć wolny sąd , opozycja - być podnosić postulat powołać sejmowy komisja śledczy , zbadać GADa . odzyskać pieniądz podatnik !",neutral
"hasło PiS bliski wybory "" kraść klaskać "" . # OpozycjaWygra",negative
zmierzeć przeszłość Wojtyły nastąpić oby wygrać wybory . nie bądźmy Polak głupi szkoda . Wygrajmy wybory zmienmy władza . reszta znaczenie PiS wygrać .,positive
Pis szczujnie . ogrom kasa . wymieniać komisarz . wprowadzać utrudnienie głosować granica . ale tak:#Opozycja …,negative
w zeszły PiS orlen zarobić polski kierowca - UWAGA - 100 miliard złoty . 100 miliard złoty . to dziś …,positive
"nawołujący walka zgniła elita zmiana system , typowy PiS / Trump / ALT - RIGHT .",negative
dlatego zmienić ordynacja wyborczy polecenie Kaczyński podpisać Wierzycie uczciwy …,neutral
ile PiS pisać brednia płacić ?,neutral
"Moc sprawczy 2 rzecz . polecenie Jankes , grzecznie wykonywać ( nie ) polski rząd szantaż ukraiński służba "" taśma Podkarpacie "" , "" elita "" # PiS zabawiać nieletni Ukrainek",negative
"formuła PiS # Smoleńsk wyczerpać , # Robak mięso sam ośmieszyć , # JP2 zaskoczyć , co …",negative
PiS bardzo pro - rosyjski rzad historia nowoczesny RP,neutral
"Opowiedz Tusk PO osiem rok rząd zrobić sprawa . Udawali , problem . tak samo wyborca PO udawać , problem pedofilia zacząć PiS przejąć władza .",negative
PiS budżet Polska . .,negative
29 PO 15 PiS .,negative
"200 tysiąc . złoty minuta , 12 milion złoty godzina . 24 godzina . doba . tak zadłużać PiS dług Polska wzrosnąć koniec rok …",negative
""" Ważna potrzebny "" . rzecznik # PiS wizyta prezydent # Ukraina # PAPinformacje",neutral
"a suma powiedzieć , dostęp eutanazja być . jak Polska liberalny czas pis .",neutral
"jeśli mieć wolność , praworządność , szczelny system finansowy , dobry system szkolnictwo , rozwój gospodarczy , i tak dalej policzalny kasa . to człowiek rozumieć . żaden rząd historia ukraść tyle człowiek PiS . Okradł prawo , pieniądz wolność .",negative
"Miarkuj młody człowiek ktoś , kiedyś postawić zarzut karny , patroć obrońca chrześcijaństwo , pospolity chamstwo . Abstrahując "" od "" - to robić przysługa PiS wierzącym , osmieszać dajeć pożywka . poza szkodzić ( sumienie )",negative
""" Kaczyński nienawidzić prezydent wielki miasto . zrobić wszystko , przejąć samorząd pieniądz "" …",negative
"według niektóry pracownik TVN Gutowski "" pisowski prowokator "" . …",neutral
być tez fchoooj idiot PiS,negative
w wybory 2018 rok . wygrać Gdańsk Adamowicz ( pokonać Jarosław Wałęsa PO K . Płażyński PiS ) …,positive
widzieć propagandysta TVN autor paszkwil Jan Pawle II taki sam idiotyczny przekaz elektor …,negative
rząd PiS Solidarnej Polska pozwolić zakaz sprzedaż auto spalinowy 2035 rok !,neutral
Trzaskowski zamiast Tusk dać ! z Tusk gracie PIS !,neutral
"dać spokój ! nie warto wogóle zwracać uwaga sondaż . cały zeszły tydzień wałkować , powód socjalny zapowiedź KO wyborca uciec Konfy . wcale zdziwić PIS realnie koło 20 % .",negative
"dawac wladzy rzadzilo sprzedawalo Polske xd totalnie sprawdzilo . . . goscie razem pijać wodke ( pis po ) , człowiek glosujak opozycja cieszać zmienic glosujac opozycja xd",negative
wielki post reszta klaskać Rubik PiS stracić władza .,negative
"Inteligenci znaleźć . no oczywiście PIS wszystki winien , matołka .",neutral
ale PiS zadowolony dumny . Pych kroczyć upadek . . . na szczęście . . .,positive
to znaczyć Michał wina Tusk ? Gnojku pis głosujesz wino leżeć opozycja ! ! Spierdalaj obchodzić,negative
". wyraźnie mówić , rząd PiS wspierając Ukraina zapominać polski interesa . o dbać Niemiec , F …",neutral
"za rok koniec dotrzeeć , Morawiecki oddać nasz suwerenność Bruksela PiS ogóle przetrwać otrzeźwić naród Morawiecki . . .",negative
gość tiktoki przejechać kłamstwa Bosak dotyczyć aborcja . głos konfederacja głos na …,negative
a okradaniem panstwo PiS wzamian glos Bielan ?,negative
"Mieć tani mieszkanie , mieć czysto , schludnie nowocześnie . zamiast drogo , setka fuszerka , brak moż …",neutral
"czy zaliczacie Konfederacje "" demokratyczny opozycja "" ? scenariusz gorszy PiS wybory mial wiekszosc sejmie . Wyobrazcie dzialo PiS rzadzeniu musial podeprzec konfederacja .",negative
PiS następcę Duda . Polakom ryż gardło stan !,negative
? cena iść góra PiS sprzedać drewno cena tarcica wzrosnąć 100 procent pozostały materiał budowlany podobnie .,negative
ale realizywać założenie FitFor55 zniszczenie rolnictwo . mieć produkcja mięso hodowla . rolnictwo unia wycinać różny metoda . PiS realizować plan likwidacja produkcja rolny Polska . Mięso nabiał sztuczny fabryka pochodny rolnictwo,negative
"za rząd PiS , Polska Polak czarny … … # Kaczastrof",negative
"Zostaw Polska spokój , opozycja przegrać wybory . z cały serce PiS przestać rządzić szkodnik ty , Kukiz Petru mieć .",negative
być stan klęska żywiołowy zwać PIS # Kaczastrof,negative
"ponownie zrobić być zakup podstawowy produkt . w październik 2022 rok koszyk kosztować 169 złoty , 3 kwiecień 20 …",neutral
"Beata Szydło oznajmić : "" Kolejny kadencja PiS pozwolić dokończyć zmiana Polska , uczynić niemożliwy cofnąć "" . …",neutral
drożyzna odpuszczać ! koszyk podstawowy produkt spożywczy ponownie podrożał . cena wysoki średnio 25 % kwietn …,neutral
". uderzać PiS : Podpisać dokument , zgodzić",neutral
PiS solidarn polski próbować obwiniać opozycja Donald Tusk . w krew weszło kłamstwo obarczać odp …,negative
"nie tłumacz debil zrozumieć , pedofila wszędzie , PiS ( startować list aktorzyna ) , Lewicy Konfa szkoła klub kościół katolicki systemowy obrona , wszędzie indziej trafiać ręka policja żaden zwłoki .",negative
"Szydło stwierdzić , Zjednoczona prawica wygrać . tylko wspólnie PiS Solidarną Polska stan zwyciężyć …",positive
"zaskakujący wynik sondaż ws . "" wiadomość "" TVP . nawet część wyborca PiS uważać",positive
"podobać twój entuzjam , ostatnio zastanawiać być Konfa zrobić sejmie PO , PiS Lewica zrobić oficjalny koalicja ?",neutral
Europoseł # PiS # Warszawa : # PO oprócz mówić – stary głosowanie przegłosowywać co …,neutral
coś Wy człowiek powiedzieć . PiS niestety rozgrywać chcieć . krok krok . Gramy dokładnie dyktando . a trzeb …,neutral
# polskawieś późno obudziliść ? # agrounie # wieś # rolnik # PiS,negative
poseł # PiS # Warszawa : R . # Trzaskowski znacząco ograniczyć liczba kierowca Warszawa . coraz często …,neutral
"pomysł super , wymagać czas kasa - praktyka PiS musieć rządzić 20 rok doprowadzić inwestycja koniec .",neutral
"PiS fałszować wybory wygrać , wzgląd poczynać pseudo opozycja .",negative
"dla PiSowców Karol Wojtyła wielki boski moce . niewiele osoba potrafić tyle dekada tuszować przestępstwo , …",neutral
poseł # PiS # Warszawa : R . # Trzaskowski zrobić Warszawa poligon doświadczalny . transport indywidualny …,neutral
mój przeczucie wyborczy : KO - 41 % PiS - 22 % konfederacja - 10 % lewica - 8 % Szymek - 2 % Władek - 1 %,neutral
"PiS szykować program 500 minus Rządzący zauważyć , kończyć pieniądz wypłata 13 . emerytura innyc …",neutral
"wydarzenie znaczenie . móc wyobrazić miesięcznica obrona JP2 zakończić marsz piknika wokół kościoł dzień wybory . Dodajmy transport autokar marsze - piknik - wybory , plus nieważny głos Polonia PiS osiągać zamierzyć efekt pozyskać dodatkowy głos",neutral
"przynajmniej tanio , setka pis policja . wyjaśniać tłumaczyć trzeba , słoneczk",neutral
"jedynie , PiS sfałsziwać wybory , koalicja stworzyć Hołowni , Kosiniakiem Konfą .",negative
"Franciszek Markiewicz ( FM PiS ) oczekiwać od atencja , postanowić być atencja dać . Lubisz s …",neutral
"trzeci kadencja PiS = polExit październik 2021 Financial Times pisać , PiS perspektywa kolejny miesiąc pan …",neutral
""" atak "" siedziba radio Szczecin . "" atak "" pomnik JPII . "" Atak "" biuro poselski parlamentarzysta PiS . "" Atak "" samoc …",negative
"to nieładny , żal rolnik . dzięki inny PiS dojść 4 rok władza . wieś głosować tez Duda .",neutral
"nie kochać , pamiętać , główny wrog PIS naziole",neutral
"Kaczyński , Morawiecki , Ziobro zdeterminowany , żeby Tusk , Trzaskowski wybory wsadzić krata . prawica bać przegrać wyborach odpowiedzialność zrobić Polska , że gotowi nowy przestępstwo byle wygrać . nie PIS .",negative
pis ściek . każdy dziać pandemia,neutral
"PiS Idi chuj … dziękować , że zgadzacie ja . .",neutral
zgadzać Ty . należeć jebać PiS,negative
"w czerwiec wielki marsz Warszawa . Wyjdziemy ulica . być strajk oszukanych PiS """,negative
"tylko PiS krok wstecz , precz komuna",negative
"ZWOLENNIK LEWICY : PAPIEŻ BRONIŁ PEDOFILI ZWOLENNIK KO : BEZ PRZESADY , nie WIEDZIAŁ . POZA TYM WIELKI POLAK PRAWDA ZWOLENN …",negative
a PiS wolność dobrobyt,negative
"ale pewnosć wiekszkosci pis . konfederacja , rozny lewica , pis chyba koncu",neutral
"kiedy myśleć , źle , głosuj , głosuj PiS . Dostąpisz łaska ujrzeć akt czwarty . . . htt …",neutral
"wielki obchód śmierć # JanPawełII przykrywka . PiS wykorzystać dzień , dobrze przykryć , dzisić …",negative
gdyby sytuacja lewica być by największą partia zagłosować . ale zależeć przegranej PiS .,neutral
pis przestępca PO większość postawić zarzut .,negative
"a polski grażyn , głosować większość pis , ko ?",neutral
"to być ? każdy targnie pis okazować niepoczytalny , monitoring znikać ? w przypadek farba pomnik # JP2 być ? # kaczastrofa # PrzyszłośćToPolskaBezPiS",neutral
"PiS zrobić inflacja 0 % , jakiś 6 milion bezrobotny sprzedać Polska łącznie lasa . co problem . tylko cel być kolonia Niemiec chcieć Tusk .",negative
"ja wiedzieć , z adwokacy klamc niektore klamstwo przesada , wystarczyć ogladnoć relacja tvn , ktora stacja przyjazny pis .",negative
"jeżeli PIS przegrać wybory , duży zasługa swiszczypeć .",negative
trzeba zatrzymać zalew polski rynek zboż wschód . cło cały remedium problem . wciąż ziarno z …,neutral
"75 % "" tłum "" działacz pis zwiezieni cały kraj .",negative
"PiS wsadzić swój PGZ . Łucznik modelowy przykład to , Zjednoczona prawica obsadzić zbrojeniówka swój ludź …",negative
"Michał Szczerba , poseł koalicja obywatelski , poseł PO , współautor książka "" wielki żniwa . jak PiS ukraść Polska "" wtorek 9 . 15 drugi gość # rZECZoPOLITYCE . pytanie ?",neutral
priorytet PiS : rolnictwo . fot .,neutral
PiS pochwalić dupiarz choćby uśmiechnięty Tusk wykrzywić -odczekać pochwalić Tusk przewyższać dupiarz wzrost wkoło macieju - gryzą nawzajem,negative
"komuna wierzyć , rządzić wiecznie ! co gorsza , człowiek wyobrażać siebie , władza móc z …",neutral
PiS mafia gdzie demokracja ?,negative
Niezłą zatem jesień średniowiecze PiS urządzić . . . .,positive
co znaczyć opozycja pewno żaden Opozycją to zdrajcy grać III kadencja mafia PiS .,negative
"15 luty zamieścić TikTok pierwszy nagranie pod tytułem . "" PiS wchodzić tikToka - być Wy opowiadać , jaki Polska budować "" . zbadać być sentyment komentarz , uzyskać nagranie 10 polubień . tylko 8 pozytywny 44 przebadać . # pis # tiktok …",neutral
"czuć powiew zmiana . Donald Trump , który rodzić PiS kibicować , postawić zarzut . myśleć , …",negative
